,solID,perfQ,#changes,pas,reliability,usecase,brf_clone,brf_moc,brf_mcnn,brf_moncnn,maxeval,probpas,moncnn,moc,clone,mcnn,action1,action2,action3,action4,target1,target2,target3,target4
200,0.0,0.083107654075523,6.63,15.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,1.0,0.0,moncnn,clone,moncnn,moncnn,rebook,container-sso,getByID,generate
208,0.0,0.083107654075523,13.44,16.0,0.5242465168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,rebook,container-ticket-info,Sso,generate
216,0.0,0.083107654075523,13.44,16.0,0.5242465168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,rebook,container-ticket-info,Sso,generate
217,0.0,0.083107654075523,13.44,16.0,0.5242465168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,rebook,container-ticket-info,Sso,generate
206,0.0,0.083107654075523,6.63,15.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,1.0,0.0,moncnn,clone,moncnn,moncnn,rebook,container-sso,getByID,generate
205,0.0,0.083107654075523,6.63,15.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,1.0,0.0,moncnn,clone,moncnn,moncnn,rebook,container-sso,getByID,generate
204,0.0,0.083107654075523,6.63,15.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,1.0,0.0,moncnn,clone,moncnn,moncnn,rebook,container-sso,getByID,generate
203,0.0,0.083107654075523,6.63,15.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,1.0,0.0,moncnn,clone,moncnn,moncnn,rebook,container-sso,getByID,generate
202,0.0,0.083107654075523,6.63,15.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,1.0,0.0,moncnn,clone,moncnn,moncnn,rebook,container-sso,getByID,generate
209,0.0,0.083107654075523,13.44,16.0,0.5242465168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,rebook,container-ticket-info,Sso,generate
197,0.0,0.083107654075523,6.63,15.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,1.0,0.0,moncnn,clone,moncnn,moncnn,rebook,container-sso,getByID,generate
210,0.0,0.083107654075523,13.44,16.0,0.5242465168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,2.0,0.0,1.0,1.0,moncnn,clone,mcnn,moncnn,rebook,container-ticket-info,Sso,generate
193,0.0,0.083107654075523,6.63,15.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,1.0,0.0,moncnn,clone,moncnn,moncnn,rebook,container-sso,getByID,generate
128,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
129,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
130,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
131,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
196,0.0,0.083107654075523,6.63,15.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,1.0,0.0,moncnn,clone,moncnn,moncnn,rebook,container-sso,getByID,generate
133,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
135,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
136,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
132,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
138,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
139,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
141,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
142,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
137,0.0,0.083107654075523,12.78,0.0,0.6256225168614167,train-ticket,1.23,1.23,1.23,1.23,102,0.00,3.0,0.0,0.0,1.0,moncnn,moncnn,mcnn,moncnn,rebook,getByID,Sso,generate
113,0.0,0.0870747884546726,7.950000000000001,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,updateUser,container-seat,container-rebook,modify
117,0.0,0.0870747884546726,7.950000000000001,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,updateUser,container-seat,container-rebook,modify
115,0.0,0.0870747884546726,7.950000000000001,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,updateUser,container-seat,container-rebook,modify
114,0.0,0.0870747884546726,7.950000000000001,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,updateUser,container-seat,container-rebook,modify
126,0.0,0.0870747884546726,7.950000000000001,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,updateUser,container-seat,container-rebook,modify
125,0.0,0.0870747884546726,7.950000000000001,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,updateUser,container-seat,container-rebook,modify
124,0.0,0.0870747884546726,7.950000000000001,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,updateUser,container-seat,container-rebook,modify
121,0.0,0.0870747884546726,7.950000000000001,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,updateUser,container-seat,container-rebook,modify
120,0.0,0.0870747884546726,7.950000000000001,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,updateUser,container-seat,container-rebook,modify
118,0.0,0.0870747884546726,7.950000000000001,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,updateUser,container-seat,container-rebook,modify
119,0.0,0.0870747884546726,7.950000000000001,0.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,2.0,0.0,moncnn,clone,clone,moc,updateUser,container-seat,container-rebook,modify
1087,3842.0,0.0889820027586115,8.14,15.0,0.777041803278584,train-ticket,1.23,1.64,1.45,1.80,82,0.80,2.0,1.0,0.0,1.0,moncnn,moc,mcnn,moncnn,updateUser,verify,Travel-plan,modify
1077,2971.0,0.0889820027586115,8.14,15.0,0.777041803278584,train-ticket,1.23,1.64,1.45,1.80,82,0.80,2.0,1.0,0.0,1.0,moncnn,moc,mcnn,moncnn,updateUser,verify,Travel-plan,modify
1072,2354.0,0.0889820027586115,8.14,15.0,0.777041803278584,train-ticket,1.23,1.64,1.45,1.80,82,0.80,2.0,1.0,0.0,1.0,moncnn,moc,mcnn,moncnn,updateUser,verify,Travel-plan,modify
1073,2409.0,0.0889820027586115,8.14,15.0,0.777041803278584,train-ticket,1.23,1.64,1.45,1.80,82,0.80,2.0,1.0,0.0,1.0,moncnn,moc,mcnn,moncnn,updateUser,verify,Travel-plan,modify
1074,2845.0,0.0889820027586115,8.14,15.0,0.777041803278584,train-ticket,1.23,1.64,1.45,1.80,82,0.80,2.0,1.0,0.0,1.0,moncnn,moc,mcnn,moncnn,updateUser,verify,Travel-plan,modify
1075,2857.0,0.0889820027586115,8.14,15.0,0.777041803278584,train-ticket,1.23,1.64,1.45,1.80,82,0.80,2.0,1.0,0.0,1.0,moncnn,moc,mcnn,moncnn,updateUser,verify,Travel-plan,modify
1085,3392.0,0.0889820027586115,8.14,15.0,0.777041803278584,train-ticket,1.23,1.64,1.45,1.80,82,0.80,2.0,1.0,0.0,1.0,moncnn,moc,mcnn,moncnn,updateUser,verify,Travel-plan,modify
1084,3058.0,0.0889820027586115,8.14,15.0,0.777041803278584,train-ticket,1.23,1.64,1.45,1.80,82,0.80,2.0,1.0,0.0,1.0,moncnn,moc,mcnn,moncnn,updateUser,verify,Travel-plan,modify
1079,3013.0,0.0889820027586115,8.14,15.0,0.777041803278584,train-ticket,1.23,1.64,1.45,1.80,82,0.80,2.0,1.0,0.0,1.0,moncnn,moc,mcnn,moncnn,updateUser,verify,Travel-plan,modify
1011,0.0,0.0897601178688502,11.64,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,0.0,2.0,1.0,clone,mcnn,moncnn,clone,container-rebook,Route-plan,modify,container-order-other
97,0.0,0.0897601178688502,13.44,0.0,0.6588074205627286,train-ticket,1.23,1.23,1.23,1.23,102,0.00,2.0,0.0,1.0,1.0,moncnn,mcnn,moncnn,clone,modify,Rebook,getByID,New-Node_gmlejxktgt
1016,0.0,0.0897601178688502,11.64,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,0.0,2.0,1.0,clone,mcnn,moncnn,clone,container-rebook,Route-plan,modify,container-order-other
104,0.0,0.0897601178688502,13.44,0.0,0.6588074205627286,train-ticket,1.23,1.23,1.23,1.23,102,0.00,2.0,0.0,1.0,1.0,moncnn,mcnn,moncnn,clone,modify,Rebook,getByID,New-Node_gmlejxktgt
105,0.0,0.0897601178688502,13.44,0.0,0.6588074205627286,train-ticket,1.23,1.23,1.23,1.23,102,0.00,2.0,0.0,1.0,1.0,moncnn,mcnn,moncnn,clone,modify,Rebook,getByID,New-Node_gmlejxktgt
1019,0.0,0.0897601178688502,11.64,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,102,0.55,1.0,0.0,2.0,1.0,clone,mcnn,moncnn,clone,container-rebook,Route-plan,modify,container-order-other
33,0.0,0.089774238778073,7.95,15.0,0.5291644185627286,train-ticket,1.23,1.23,1.23,1.23,72,0.55,1.0,1.0,1.0,1.0,clone,moc,moncnn,mcnn,New-Node_sooxulfsod,modify,rebook,Route-plan
47,0.0,0.089774238778073,7.95,15.0,0.5291644185627286,train-ticket,1.23,1.23,1.23,1.23,72,0.55,1.0,1.0,1.0,1.0,clone,moc,moncnn,mcnn,New-Node_sooxulfsod,modify,rebook,Route-plan
19,0.0,0.0897779833740786,10.41,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,72,0.55,1.0,0.0,2.0,1.0,moncnn,clone,mcnn,clone,modify,container-ticket-info,Station,container-rebook
25,0.0,0.0897779833740786,10.41,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,72,0.55,1.0,0.0,2.0,1.0,moncnn,clone,mcnn,clone,modify,container-ticket-info,Station,container-rebook
29,0.0,0.0897779833740786,10.41,15.0,0.7886953206077715,train-ticket,1.23,1.23,1.23,1.23,72,0.55,1.0,0.0,2.0,1.0,moncnn,clone,mcnn,clone,modify,container-ticket-info,Station,container-rebook
1014,0.0,0.0898023438013249,7.29,16.0,0.6580154205627285,train-ticket,1.23,1.23,1.23,1.23,102,0.55,2.0,0.0,1.0,1.0,clone,moncnn,mcnn,moncnn,New-Node_epxzbguzch,rebook,Order-other,modify
783,3094.0,0.0917120232410664,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,0.0,1.0,1.0,moncnn,mcnn,clone,moncnn,updateUser,New-Component_hgqdwqndiz,container-ticket-info,modify
779,2750.0,0.0917120232410664,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,0.0,1.0,1.0,moncnn,mcnn,clone,moncnn,updateUser,New-Component_hgqdwqndiz,container-ticket-info,modify
778,2748.0,0.0917120232410664,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,0.0,1.0,1.0,moncnn,mcnn,clone,moncnn,updateUser,New-Component_hgqdwqndiz,container-ticket-info,modify
777,2747.0,0.0917120232410664,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,0.0,1.0,1.0,moncnn,mcnn,clone,moncnn,updateUser,New-Component_hgqdwqndiz,container-ticket-info,modify
776,2743.0,0.0917120232410664,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,0.0,1.0,1.0,moncnn,mcnn,clone,moncnn,updateUser,New-Component_hgqdwqndiz,container-ticket-info,modify
772,2552.0,0.0917120232410664,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,0.0,1.0,1.0,moncnn,mcnn,clone,moncnn,updateUser,New-Component_hgqdwqndiz,container-ticket-info,modify
998,0.0,0.0917120232410664,6.72,13.0,0.4398336405627285,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-admin-user,getByID,New-Node_gmmhglgpyp,modify
1003,0.0,0.0917120232410664,6.72,13.0,0.4398336405627285,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-admin-user,getByID,New-Node_gmmhglgpyp,modify
354,33.0,0.0917120232410664,7.73,15.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,updateUser,modify,container-seat,Station
611,311.0,0.0917120232410664,4.67,14.0,0.5337715599627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,2.0,0.0,moc,clone,clone,moncnn,modify,container-verification,container-verification_peezhvinzn,getByID
613,336.0,0.0917120232410664,4.67,14.0,0.5337715599627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,2.0,0.0,moc,clone,clone,moncnn,modify,container-verification,container-verification_peezhvinzn,getByID
366,1528.0,0.0917120232410664,7.73,15.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,updateUser,modify,container-seat,Station
623,1495.0,0.0917120232410664,4.67,14.0,0.5337715599627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,2.0,0.0,moc,clone,clone,moncnn,modify,container-verification,container-verification_peezhvinzn,getByID
622,1494.0,0.0917120232410664,4.67,14.0,0.5337715599627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,2.0,0.0,moc,clone,clone,moncnn,modify,container-verification,container-verification_peezhvinzn,getByID
621,1330.0,0.0917120232410664,4.67,14.0,0.5337715599627285,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,2.0,0.0,moc,clone,clone,moncnn,modify,container-verification,container-verification_peezhvinzn,getByID
1005,0.0,0.0917120232410664,6.72,13.0,0.4398336405627285,train-ticket,1.23,1.23,1.23,1.23,72,0.95,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,container-admin-user,getByID,New-Node_gmmhglgpyp,modify
360,616.0,0.0917120232410664,7.73,15.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,102,0.55,2.0,0.0,1.0,1.0,moncnn,moncnn,clone,mcnn,updateUser,modify,container-seat,Station
769,2443.0,0.0917120232410664,6.06,0.0,0.8465975606077715,train-ticket,1.23,1.64,1.45,1.80,82,0.00,2.0,0.0,1.0,1.0,moncnn,mcnn,clone,moncnn,updateUser,New-Component_hgqdwqndiz,container-ticket-info,modify
1081,3029.0,0.0934998200123365,4.1,13.0,0.590038590593031,train-ticket,1.23,1.64,1.45,1.80,82,0.80,0.0,1.0,2.0,1.0,clone,moc,mcnn,clone,container-order-other,verify,New-Component_ybrslyahhq,container-sso
584,2993.0,0.0937985354485127,13.37,15.0,0.7915557606077714,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,findAll,updateUser,container-station,Sso
591,3658.0,0.0937985354485127,13.37,15.0,0.7915557606077714,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,findAll,updateUser,container-station,Sso
387,0.0,0.1059076971513814,6.63,15.0,0.58174216,train-ticket,1.23,1.23,1.23,1.23,82,0.80,3.0,1.0,0.0,0.0,moc,moncnn,moncnn,moncnn,generate,modify,rebook,login
754,0.0,0.1060000590993787,4.26,13.0,0.2985139168614167,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,1.0,1.0,mcnn,moncnn,clone,moc,New-Component_ymwsnycefb,generate,container-sso,getByID
650,4953.0,0.1060000590993787,4.67,13.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,1.0,1.0,mcnn,clone,moncnn,moc,New-Component_vxigggbdjh,container-sso,generate,getByID
654,4973.0,0.1060000590993787,4.67,13.0,0.2959543168614167,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,1.0,1.0,mcnn,clone,moncnn,moc,New-Component_vxigggbdjh,container-sso,generate,getByID
330,3016.0,0.1061591602600349,8.3,15.0,0.8441122669064596,train-ticket,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,0.0,1.0,moncnn,mcnn,moncnn,moncnn,findAll,Seat,modify,generate
327,2957.0,0.1061591602600349,8.3,15.0,0.8441122669064596,train-ticket,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,0.0,1.0,moncnn,mcnn,moncnn,moncnn,findAll,Seat,modify,generate
331,3102.0,0.1061591602600349,8.3,15.0,0.8441122669064596,train-ticket,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,0.0,1.0,moncnn,mcnn,moncnn,moncnn,findAll,Seat,modify,generate
333,3110.0,0.1061591602600349,8.3,15.0,0.8441122669064596,train-ticket,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,0.0,1.0,moncnn,mcnn,moncnn,moncnn,findAll,Seat,modify,generate
334,3114.0,0.1061591602600349,8.3,15.0,0.8441122669064596,train-ticket,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,0.0,1.0,moncnn,mcnn,moncnn,moncnn,findAll,Seat,modify,generate
321,2919.0,0.1061591602600349,8.3,15.0,0.8441122669064596,train-ticket,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,0.0,1.0,moncnn,mcnn,moncnn,moncnn,findAll,Seat,modify,generate
335,3115.0,0.1061591602600349,8.3,15.0,0.8441122669064596,train-ticket,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,0.0,1.0,moncnn,mcnn,moncnn,moncnn,findAll,Seat,modify,generate
325,2950.0,0.1061591602600349,8.3,15.0,0.8441122669064596,train-ticket,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,0.0,1.0,moncnn,mcnn,moncnn,moncnn,findAll,Seat,modify,generate
324,2945.0,0.1061591602600349,8.3,15.0,0.8441122669064596,train-ticket,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,0.0,1.0,moncnn,mcnn,moncnn,moncnn,findAll,Seat,modify,generate
663,894.0,0.1076492736337779,4.67,16.0,0.6507929353409903,train-ticket,1.23,1.64,1.45,1.80,82,0.95,1.0,1.0,2.0,0.0,clone,moc,clone,moncnn,New-Node_qaxgihdisf,updateUser,container-login,verify
538,4219.0,0.1126947488251805,5.93,15.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,82,0.55,1.0,0.0,2.0,1.0,clone,mcnn,moncnn,clone,container-order-other,Station,modify,New-Node_fhpffwrwce
523,0.0,0.1161271440422292,5.4,15.0,0.6550170868614167,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,moncnn,clone,rebook,modify,generate,New-Node_umhikmmtge
520,0.0,0.1161271440422292,5.4,15.0,0.6550170868614167,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,moncnn,clone,rebook,modify,generate,New-Node_umhikmmtge
524,0.0,0.1161271440422292,5.4,15.0,0.6550170868614167,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,moncnn,clone,rebook,modify,generate,New-Node_umhikmmtge
512,0.0,0.1161271440422292,5.4,15.0,0.6550170868614167,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,moncnn,clone,rebook,modify,generate,New-Node_umhikmmtge
527,0.0,0.1161271440422292,5.4,15.0,0.6550170868614167,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,moncnn,clone,rebook,modify,generate,New-Node_umhikmmtge
516,0.0,0.1161271440422292,5.4,15.0,0.6550170868614167,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,moncnn,clone,rebook,modify,generate,New-Node_umhikmmtge
525,0.0,0.1161271440422292,5.4,15.0,0.6550170868614167,train-ticket,1.23,1.23,1.23,1.23,102,0.95,3.0,0.0,1.0,0.0,moncnn,moncnn,moncnn,clone,rebook,modify,generate,New-Node_umhikmmtge
276,0.0,0.116155249065481,5.4,15.0,0.6550170868614167,train-ticket,1.23,1.23,1.23,1.23,102,0.80,3.0,0.0,1.0,0.0,moncnn,moncnn,moncnn,clone,rebook,modify,generate,New-Node_uvbfalxqjw_tvmuovisvc_brbrexftxw
1046,0.0,0.116155249065481,6.63,16.0,0.7563930868614167,train-ticket,1.23,1.23,1.23,1.23,102,0.55,3.0,1.0,0.0,0.0,moncnn,moncnn,moc,moncnn,getByID,rebook,generate,modify
284,0.0,0.116155249065481,5.4,15.0,0.6550170868614167,train-ticket,1.23,1.23,1.23,1.23,102,0.80,3.0,0.0,1.0,0.0,moncnn,moncnn,moncnn,clone,rebook,modify,generate,New-Node_uvbfalxqjw_tvmuovisvc_brbrexftxw
749,0.0,0.117360981258257,4.26,13.0,0.5556946300450429,train-ticket,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,2.0,0.0,clone,moc,moncnn,clone,container-login_lllfulxihr,login,updateUser,container-sso
665,900.0,0.1175584008755736,7.29,14.0,0.8471106006077714,train-ticket,1.23,1.64,1.45,1.80,82,0.95,2.0,0.0,2.0,0.0,moncnn,clone,moncnn,clone,modify,New-Node_bhlnwzrdrh,findAll,container-admin-user
620,1285.0,0.1175584008755736,13.37,14.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,modify,modify,container-sso,Admin-user
616,1266.0,0.1175584008755736,13.37,14.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,modify,modify,container-sso,Admin-user
615,1126.0,0.1175584008755736,13.37,14.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,modify,modify,container-sso,Admin-user
614,1119.0,0.1175584008755736,13.37,14.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,modify,modify,container-sso,Admin-user
612,315.0,0.1175584008755736,13.37,14.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,modify,modify,container-sso,Admin-user
610,63.0,0.1175584008755736,13.37,14.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,modify,modify,container-sso,Admin-user
609,57.0,0.1175584008755736,13.37,14.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,modify,modify,container-sso,Admin-user
608,7.0,0.1175584008755736,13.37,14.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,modify,modify,container-sso,Admin-user
669,910.0,0.1175584008755736,7.29,14.0,0.8471106006077714,train-ticket,1.23,1.64,1.45,1.80,82,0.95,2.0,0.0,2.0,0.0,moncnn,clone,moncnn,clone,modify,New-Node_bhlnwzrdrh,findAll,container-admin-user
618,1274.0,0.1175584008755736,13.37,14.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,modify,modify,container-sso,Admin-user
657,713.0,0.1175584008755736,7.29,14.0,0.8471106006077714,train-ticket,1.23,1.64,1.45,1.80,82,0.95,2.0,0.0,2.0,0.0,moncnn,clone,moncnn,clone,modify,New-Node_bhlnwzrdrh,findAll,container-admin-user
659,864.0,0.1175584008755736,7.29,14.0,0.8471106006077714,train-ticket,1.23,1.64,1.45,1.80,82,0.95,2.0,0.0,2.0,0.0,moncnn,clone,moncnn,clone,modify,New-Node_bhlnwzrdrh,findAll,container-admin-user
662,891.0,0.1175584008755736,7.29,14.0,0.8471106006077714,train-ticket,1.23,1.64,1.45,1.80,82,0.95,2.0,0.0,2.0,0.0,moncnn,clone,moncnn,clone,modify,New-Node_bhlnwzrdrh,findAll,container-admin-user
617,1267.0,0.1175584008755736,13.37,14.0,0.7886953206077715,train-ticket,1.23,1.64,1.45,1.80,72,0.80,1.0,1.0,1.0,1.0,moc,moncnn,clone,mcnn,modify,modify,container-sso,Admin-user
