,solID,perfQ,#changes,pas,reliability,usecase,brf_clone,brf_moc,brf_mcnn,brf_moncnn,maxeval,probpas,clone,mcnn,action1,action2,action3,action4,target1,target2,target3,target4,moc,moncnn
412,3939,0.1658574021020742,4.1,17.0,0.7669280774262319,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,clone,moc,clone,clone,CashBox,getMeanTimeToDelivery,New-Node_jfkamobqln,LightDisplay,1.0,0.0
894,1704,0.1659887657734484,4.1,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,3.0,0.0,clone,clone,moc,clone,CashBox,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
892,227,0.1659887657734484,4.1,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,3.0,0.0,clone,clone,moc,clone,CashBox,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
862,530,0.1662259907204262,4.1,17.0,0.0138164340678776,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.55,3.0,0.0,clone,clone,moc,clone,LightDisplay,CashBox,createReport,CashBox_glqjipxoxk,1.0,0.0
853,305,0.1662259907204262,4.1,17.0,0.0138164340678776,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.55,3.0,0.0,clone,clone,moc,clone,LightDisplay,CashBox,createReport,CashBox_glqjipxoxk,1.0,0.0
55,417,0.1666795220021552,3.69,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,clone,clone,clone,moc,CashBox,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
62,466,0.1666795220021552,3.69,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,clone,clone,clone,moc,CashBox,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
51,394,0.1666795220021552,3.69,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,clone,clone,clone,moc,CashBox,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
1057,2961,0.1686111938410619,6.15,17.0,0.8421757460596998,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.95,2.0,0.0,moc,clone,moncnn,clone,queryStockItem,Printer,queryOrderById,StoreServer,1.0,1.0
1069,3338,0.1686111938410619,6.15,17.0,0.8421757460596998,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.95,2.0,0.0,moc,clone,moncnn,clone,queryStockItem,Printer,queryOrderById,StoreServer,1.0,1.0
1063,3156,0.1686111938410619,6.15,17.0,0.8421757460596998,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.95,2.0,0.0,moc,clone,moncnn,clone,queryStockItem,Printer,queryOrderById,StoreServer,1.0,1.0
1068,3190,0.1686111938410619,6.15,17.0,0.8421757460596998,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.95,2.0,0.0,moc,clone,moncnn,clone,queryStockItem,Printer,queryOrderById,StoreServer,1.0,1.0
1062,3148,0.1686111938410619,6.15,17.0,0.8421757460596998,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.95,2.0,0.0,moc,clone,moncnn,clone,queryStockItem,Printer,queryOrderById,StoreServer,1.0,1.0
1061,3146,0.1686111938410619,6.15,17.0,0.8421757460596998,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.95,2.0,0.0,moc,clone,moncnn,clone,queryStockItem,Printer,queryOrderById,StoreServer,1.0,1.0
1045,357,0.1689231282804506,1.64,20.0,0.762947623253803,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,clone,moc,New-Node_iwvjrrybcq,New-Node_hcjfxauopy,New-Node_lidxzqhhwf,scanProduct,1.0,0.0
1043,215,0.1689231282804506,1.64,20.0,0.762947623253803,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,clone,moc,New-Node_iwvjrrybcq,New-Node_hcjfxauopy,New-Node_lidxzqhhwf,scanProduct,1.0,0.0
1052,1415,0.1689231282804506,1.64,20.0,0.762947623253803,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,clone,moc,New-Node_iwvjrrybcq,New-Node_hcjfxauopy,New-Node_lidxzqhhwf,scanProduct,1.0,0.0
1053,1419,0.1689231282804506,1.64,20.0,0.762947623253803,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,clone,moc,New-Node_iwvjrrybcq,New-Node_hcjfxauopy,New-Node_lidxzqhhwf,scanProduct,1.0,0.0
1054,1422,0.1689231282804506,1.64,20.0,0.762947623253803,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,clone,moc,New-Node_iwvjrrybcq,New-Node_hcjfxauopy,New-Node_lidxzqhhwf,scanProduct,1.0,0.0
1040,78,0.1689231282804506,1.64,20.0,0.762947623253803,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,clone,moc,New-Node_iwvjrrybcq,New-Node_hcjfxauopy,New-Node_lidxzqhhwf,scanProduct,1.0,0.0
950,106,0.1706423536710216,6.15,10.0,0.820956337802955,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,2.0,0.0,clone,moc,moncnn,clone,EnterpriseClient,getMeanTimeToDelivery,getTransaction,EnterpriseServer,1.0,1.0
390,1555,0.1706702003210522,3.03,16.0,0.7631264195427387,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,3.0,0.0,moncnn,clone,clone,clone,scanProduct,EnterpriseClient,New-Node_yhenwervyq,New-Node_yhenwervyq,0.0,1.0
1092,6173,0.1709473628761397,2.46,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.95,4.0,0.0,clone,clone,clone,clone,CashBox,EnterpriseClient,EnterpriseClient_naqemwrsgy,EnterpriseClient_naqemwrsgy,0.0,0.0
1089,6129,0.1709473628761397,2.46,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.95,4.0,0.0,clone,clone,clone,clone,CashBox,EnterpriseClient,EnterpriseClient_naqemwrsgy,EnterpriseClient_naqemwrsgy,0.0,0.0
387,1481,0.1709474088652061,2.46,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,4.0,0.0,clone,clone,clone,clone,CashBox,EnterpriseClient,New-Node_yhenwervyq,New-Node_yhenwervyq,0.0,0.0
385,336,0.1709474088652061,2.46,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,4.0,0.0,clone,clone,clone,clone,CashBox,EnterpriseClient,New-Node_yhenwervyq,New-Node_yhenwervyq,0.0,0.0
384,305,0.1709474088652061,2.46,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,4.0,0.0,clone,clone,clone,clone,CashBox,EnterpriseClient,New-Node_yhenwervyq,New-Node_yhenwervyq,0.0,0.0
391,1562,0.1709474088652061,2.46,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,4.0,0.0,clone,clone,clone,clone,CashBox,EnterpriseClient,New-Node_yhenwervyq,New-Node_yhenwervyq,0.0,0.0
393,1570,0.1709474088652061,2.46,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,4.0,0.0,clone,clone,clone,clone,CashBox,EnterpriseClient,New-Node_yhenwervyq,New-Node_yhenwervyq,0.0,0.0
395,1574,0.1709474088652061,2.46,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,4.0,0.0,clone,clone,clone,clone,CashBox,EnterpriseClient,New-Node_yhenwervyq,New-Node_yhenwervyq,0.0,0.0
397,1580,0.1709474088652061,2.46,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,4.0,0.0,clone,clone,clone,clone,CashBox,EnterpriseClient,New-Node_yhenwervyq,New-Node_yhenwervyq,0.0,0.0
399,1694,0.1709474088652061,2.46,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,4.0,0.0,clone,clone,clone,clone,CashBox,EnterpriseClient,New-Node_yhenwervyq,New-Node_yhenwervyq,0.0,0.0
28,6270,0.1715404763958996,6.06,14.0,0.8465844148351568,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.95,2.0,0.0,moncnn,clone,clone,moncnn,getEnterpriseByID,LightDisplay,EnterpriseClient,getMeanTimeToDelivery,0.0,2.0
21,6155,0.1715404763958996,6.06,14.0,0.8465844148351568,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.95,2.0,0.0,moncnn,clone,clone,moncnn,getEnterpriseByID,LightDisplay,EnterpriseClient,getMeanTimeToDelivery,0.0,2.0
652,4472,0.1732243020835742,4.92,21.0,0.8358729049439575,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.55,1.0,0.0,moncnn,moncnn,moc,clone,enterOrderID,startSale,getMeanTimeToDeliveryReport,LightDisplay,1.0,2.0
282,4659,0.1734396317403665,7.29,19.0,0.8770654479411378,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,2.0,0.0,moncnn,moncnn,clone,clone,getTransactionContext,getEnterpriseByID,Printer,StoreServer,0.0,2.0
358,1296,0.1743289545326771,6.15,0.0,0.8800745479953235,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,0.0,1.0,moncnn,mcnn,moncnn,moc,scanProduct,PrinterController,getTransactionContext,getEnterpriseByID,1.0,2.0
366,1476,0.1743289545326771,6.15,0.0,0.8800745479953235,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,0.0,1.0,moncnn,mcnn,moncnn,moc,scanProduct,PrinterController,getTransactionContext,getEnterpriseByID,1.0,2.0
363,1388,0.1743289545326771,6.15,0.0,0.8800745479953235,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,0.0,1.0,moncnn,mcnn,moncnn,moc,scanProduct,PrinterController,getTransactionContext,getEnterpriseByID,1.0,2.0
362,1384,0.1743289545326771,6.15,0.0,0.8800745479953235,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,0.0,1.0,moncnn,mcnn,moncnn,moc,scanProduct,PrinterController,getTransactionContext,getEnterpriseByID,1.0,2.0
360,1374,0.1743289545326771,6.15,0.0,0.8800745479953235,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,0.0,1.0,moncnn,mcnn,moncnn,moc,scanProduct,PrinterController,getTransactionContext,getEnterpriseByID,1.0,2.0
359,1367,0.1743289545326771,6.15,0.0,0.8800745479953235,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,0.0,1.0,moncnn,mcnn,moncnn,moc,scanProduct,PrinterController,getTransactionContext,getEnterpriseByID,1.0,2.0
356,597,0.1743289545326771,6.15,0.0,0.8800745479953235,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,0.0,1.0,moncnn,mcnn,moncnn,moc,scanProduct,PrinterController,getTransactionContext,getEnterpriseByID,1.0,2.0
355,595,0.1743289545326771,6.15,0.0,0.8800745479953235,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,0.0,1.0,moncnn,mcnn,moncnn,moc,scanProduct,PrinterController,getTransactionContext,getEnterpriseByID,1.0,2.0
367,2312,0.1743289545326771,6.15,0.0,0.8800745479953235,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,0.0,1.0,moncnn,mcnn,moncnn,moc,scanProduct,PrinterController,getTransactionContext,getEnterpriseByID,1.0,2.0
354,565,0.1743289545326771,6.15,0.0,0.8800745479953235,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,0.0,1.0,moncnn,mcnn,moncnn,moc,scanProduct,PrinterController,getTransactionContext,getEnterpriseByID,1.0,2.0
352,425,0.1743289545326771,6.15,0.0,0.8800745479953235,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,0.0,1.0,moncnn,mcnn,moncnn,moc,scanProduct,PrinterController,getTransactionContext,getEnterpriseByID,1.0,2.0
859,526,0.1748344639583141,4.26,20.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.55,3.0,0.0,clone,clone,moncnn,clone,LightDisplay,CashBox,getEnterpriseByID,CashBox_glqjipxoxk,0.0,1.0
477,1215,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
478,1776,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
464,345,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
465,373,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
467,532,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
468,550,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
469,551,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
471,586,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
479,1777,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
472,587,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
470,559,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
473,590,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
476,1214,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
475,653,0.1758721169342252,4.92,20.0,0.8194818081102719,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,1.0,clone,mcnn,moncnn,clone,CashBox_pscazewfad,CashBoxController,getTransaction,LightDisplay,0.0,1.0
192,153,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
193,260,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
194,262,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
196,329,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
198,358,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
200,362,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
203,387,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
204,391,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
201,378,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
206,882,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
205,678,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
207,1454,0.1766715054302553,3.69,0.0,0.8205371046567316,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.00,0.0,1.0,moc,mcnn,moncnn,moncnn,scanProduct,New-Component_xjdqgpmhhg,getMeanTimeToDelivery,getMeanTimeToDelivery,1.0,2.0
751,6426,0.1770944891591007,7.380000000000001,10.0,0.8131343998665745,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,clone,mcnn,moncnn,moncnn,EnterpriseServer,CashDeskGUI,getMeanTimeToDelivery,saleStartedEvent,0.0,2.0
747,5089,0.1770944891591007,7.380000000000001,10.0,0.8131343998665745,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,clone,mcnn,moncnn,moncnn,EnterpriseServer,CashDeskGUI,getMeanTimeToDelivery,saleStartedEvent,0.0,2.0
739,4805,0.1770944891591007,7.380000000000001,10.0,0.8131343998665745,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,clone,mcnn,moncnn,moncnn,EnterpriseServer,CashDeskGUI,getMeanTimeToDelivery,saleStartedEvent,0.0,2.0
744,4973,0.1770944891591007,7.380000000000001,10.0,0.8131343998665745,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,clone,mcnn,moncnn,moncnn,EnterpriseServer,CashDeskGUI,getMeanTimeToDelivery,saleStartedEvent,0.0,2.0
743,4972,0.1770944891591007,7.380000000000001,10.0,0.8131343998665745,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,clone,mcnn,moncnn,moncnn,EnterpriseServer,CashDeskGUI,getMeanTimeToDelivery,saleStartedEvent,0.0,2.0
736,4760,0.1770944891591007,7.380000000000001,10.0,0.8131343998665745,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,clone,mcnn,moncnn,moncnn,EnterpriseServer,CashDeskGUI,getMeanTimeToDelivery,saleStartedEvent,0.0,2.0
737,4774,0.1770944891591007,7.380000000000001,10.0,0.8131343998665745,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.95,1.0,1.0,clone,mcnn,moncnn,moncnn,EnterpriseServer,CashDeskGUI,getMeanTimeToDelivery,saleStartedEvent,0.0,2.0
870,4168,0.1779551652959461,4.67,0.0,0.7754231405695398,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,1.0,1.0,moc,moncnn,clone,mcnn,startSale,queryStockItem,BarCodeScanner,New-Component_aiutevrsgq,1.0,1.0
872,4251,0.1779551652959461,4.67,0.0,0.7754231405695398,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,1.0,1.0,moc,moncnn,clone,mcnn,startSale,queryStockItem,BarCodeScanner,New-Component_aiutevrsgq,1.0,1.0
878,4507,0.1779551652959461,4.67,0.0,0.7754231405695398,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,1.0,1.0,moc,moncnn,clone,mcnn,startSale,queryStockItem,BarCodeScanner,New-Component_aiutevrsgq,1.0,1.0
868,3687,0.1779551652959461,4.67,0.0,0.7754231405695398,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,1.0,1.0,moc,moncnn,clone,mcnn,startSale,queryStockItem,BarCodeScanner,New-Component_aiutevrsgq,1.0,1.0
875,4272,0.1779551652959461,4.67,0.0,0.7754231405695398,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,1.0,1.0,moc,moncnn,clone,mcnn,startSale,queryStockItem,BarCodeScanner,New-Component_aiutevrsgq,1.0,1.0
877,4500,0.1779551652959461,4.67,0.0,0.7754231405695398,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,1.0,1.0,moc,moncnn,clone,mcnn,startSale,queryStockItem,BarCodeScanner,New-Component_aiutevrsgq,1.0,1.0
963,4929,0.1789094134285835,3.69,0.0,0.7632456196358034,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.00,3.0,0.0,clone,moncnn,clone,clone,Printer,saleStartedEvent,New-Node_xwjsocvvqh,CashBox,0.0,1.0
345,6918,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
344,6120,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
342,6003,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
348,7578,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
347,7575,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
351,7587,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
349,7579,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
341,5965,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
346,7574,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
340,5952,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
338,5924,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
336,5852,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
339,5940,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
337,5889,0.179199983864336,6.15,0.0,0.874006509895031,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.00,1.0,1.0,moc,moncnn,mcnn,clone,enterOrderID,queryStockItem,Enterprise,CashBox,1.0,1.0
1073,80,0.1809530996127422,11.07,8.0,0.7190839977990305,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.95,2.0,0.0,moc,clone,moncnn,clone,rollInReceivedOrder,EnterpriseServer,saleStartedEvent,CashDeskPC,1.0,1.0
831,2822,0.1811424717501723,5.49,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.55,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,CashBox,EnterpriseClient,CashBox,0.0,1.0
822,2379,0.1811424717501723,5.49,16.0,0.8207117855586359,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.55,3.0,0.0,moncnn,clone,clone,clone,getEnterpriseByID,CashBox,EnterpriseClient,CashBox,0.0,1.0
