,solID,perfQ,#changes,pas,reliability,usecase,brf_clone,brf_moc,brf_mcnn,brf_moncnn,maxeval,probpas,clone,mcnn,action1,action2,action3,action4,target1,target2,target3,target4,moc,moncnn
595,2976,0.0504864399051059,3.69,14.0,0.919103573429837,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.95,1.0,0.0,moncnn,moncnn,moncnn,clone,getMeanTimeToDelivery,getEnterpriseByID,enterOrderID,New-Node_ilmsowgrof,0.0,3.0
416,7974,0.0524493073420451,7.04,15.0,0.846419608593869,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,0.0,0.0,moncnn,moncnn,moncnn,moc,stopSale,getEnterpriseByID,getTransaction,getTransaction,1.0,3.0
429,8386,0.0524493073420451,7.04,15.0,0.846419608593869,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,0.0,0.0,moncnn,moncnn,moncnn,moc,stopSale,getEnterpriseByID,getTransaction,getTransaction,1.0,3.0
922,4078,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
912,3563,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
913,3827,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
915,3847,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
926,4406,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
916,3851,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
918,3866,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
1014,3074,0.0538986622681511,6.5,20.0,0.8770654479411379,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,1.0,1.0,clone,mcnn,moncnn,moncnn,New-Node_asvxvjogyt,GUIStore,getMeanTimeToDelivery,getTransactionContext,0.0,2.0
919,3871,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
925,4327,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
924,4326,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
923,4323,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
920,3874,0.0538986622681511,3.69,15.0,0.918584330092274,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moncnn,moncnn,clone,moncnn,getTransactionContext,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,0.0,3.0
459,5114,0.054907833523433,2.46,20.0,0.0300199567098317,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,clone,moc,moncnn,clone,New-Node_xucnzlamoy,getMeanTimeToDeliveryReport,printRunningTotal,New-Node_sckcxyykpz,1.0,1.0
461,5150,0.054907833523433,2.46,20.0,0.0300199567098317,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,clone,moc,moncnn,clone,New-Node_xucnzlamoy,getMeanTimeToDeliveryReport,printRunningTotal,New-Node_sckcxyykpz,1.0,1.0
458,5104,0.054907833523433,2.46,20.0,0.0300199567098317,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,clone,moc,moncnn,clone,New-Node_xucnzlamoy,getMeanTimeToDeliveryReport,printRunningTotal,New-Node_sckcxyykpz,1.0,1.0
456,5027,0.054907833523433,2.46,20.0,0.0300199567098317,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,clone,moc,moncnn,clone,New-Node_xucnzlamoy,getMeanTimeToDeliveryReport,printRunningTotal,New-Node_sckcxyykpz,1.0,1.0
455,5021,0.054907833523433,2.46,20.0,0.0300199567098317,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,clone,moc,moncnn,clone,New-Node_xucnzlamoy,getMeanTimeToDeliveryReport,printRunningTotal,New-Node_sckcxyykpz,1.0,1.0
460,5115,0.054907833523433,2.46,20.0,0.0300199567098317,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,clone,moc,moncnn,clone,New-Node_xucnzlamoy,getMeanTimeToDeliveryReport,printRunningTotal,New-Node_sckcxyykpz,1.0,1.0
452,5015,0.054907833523433,2.46,20.0,0.0300199567098317,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,clone,moc,moncnn,clone,New-Node_xucnzlamoy,getMeanTimeToDeliveryReport,printRunningTotal,New-Node_sckcxyykpz,1.0,1.0
450,5013,0.054907833523433,2.46,20.0,0.0300199567098317,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,clone,moc,moncnn,clone,New-Node_xucnzlamoy,getMeanTimeToDeliveryReport,printRunningTotal,New-Node_sckcxyykpz,1.0,1.0
448,4782,0.054907833523433,2.46,20.0,0.0300199567098317,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,clone,moc,moncnn,clone,New-Node_xucnzlamoy,getMeanTimeToDeliveryReport,printRunningTotal,New-Node_sckcxyykpz,1.0,1.0
463,5538,0.054907833523433,2.46,20.0,0.0300199567098317,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,clone,moc,moncnn,clone,New-Node_xucnzlamoy,getMeanTimeToDeliveryReport,printRunningTotal,New-Node_sckcxyykpz,1.0,1.0
451,5014,0.054907833523433,2.46,20.0,0.0300199567098317,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.55,2.0,0.0,clone,moc,moncnn,clone,New-Node_xucnzlamoy,getMeanTimeToDeliveryReport,printRunningTotal,New-Node_sckcxyykpz,1.0,1.0
105,2701,0.0551141753992909,5.24,17.0,0.5288602762068395,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,1.0,0.0,moc,moncnn,moncnn,clone,getMeanTimeToDelivery,saleStartedEvent,rollInReceivedOrder,New-Node_hmmgzywojt,1.0,2.0
99,2605,0.0551141753992909,5.24,17.0,0.5288602762068395,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,1.0,0.0,moc,moncnn,moncnn,clone,getMeanTimeToDelivery,saleStartedEvent,rollInReceivedOrder,New-Node_hmmgzywojt,1.0,2.0
96,2370,0.0551141753992909,5.24,17.0,0.5288602762068395,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.95,1.0,0.0,moc,moncnn,moncnn,clone,getMeanTimeToDelivery,saleStartedEvent,rollInReceivedOrder,New-Node_hmmgzywojt,1.0,2.0
684,4421,0.0555569359734656,4.1,13.0,0.7225163974466954,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.80,3.0,0.0,clone,clone,clone,moc,BarCodeScanner,LightDisplay,BarCodeScanner_tniruphayr,rollInReceivedOrder,1.0,0.0
1151,998,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1139,46,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1148,134,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1147,127,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1146,79,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1145,74,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1142,60,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1141,59,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1140,55,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1136,2,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1138,34,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1137,27,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
1150,574,0.0583055603858856,6.15,20.0,0.8813476847642772,simplified-cocome-newrel,1.23,1.23,1.23,1.23,102,0.55,0.0,1.0,moncnn,mcnn,moc,moncnn,getTransaction,Enterprise,enterOrderID,printRunningTotal,1.0,2.0
930,4942,0.0585451257072608,3.69,16.0,0.8341592692492926,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,mcnn,moncnn,moncnn,CashBox_ccgwzfvztt,Inventory,enterOrderID,saleStartedEvent,0.0,2.0
931,5012,0.0585451257072608,3.69,16.0,0.8341592692492926,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,mcnn,moncnn,moncnn,CashBox_ccgwzfvztt,Inventory,enterOrderID,saleStartedEvent,0.0,2.0
932,5024,0.0585451257072608,3.69,16.0,0.8341592692492926,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,mcnn,moncnn,moncnn,CashBox_ccgwzfvztt,Inventory,enterOrderID,saleStartedEvent,0.0,2.0
928,4777,0.0585451257072608,3.69,16.0,0.8341592692492926,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,mcnn,moncnn,moncnn,CashBox_ccgwzfvztt,Inventory,enterOrderID,saleStartedEvent,0.0,2.0
934,5035,0.0585451257072608,3.69,16.0,0.8341592692492926,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,1.0,clone,mcnn,moncnn,moncnn,CashBox_ccgwzfvztt,Inventory,enterOrderID,saleStartedEvent,0.0,2.0
561,2082,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
574,2498,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
572,2282,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
571,2275,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
570,2274,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
567,2136,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
566,2128,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
565,2115,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
564,2114,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
563,2111,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
562,2091,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
560,2040,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
573,2290,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
575,2738,0.0629167310422651,5.24,0.0,0.8586992357255006,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.00,1.0,0.0,moncnn,moncnn,moc,clone,queryStockItem,getTransactionContext,rollInReceivedOrder,New-Node_zbndkduwkk,1.0,2.0
921,3987,0.0649553997707005,3.69,16.0,0.94646041083192,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moc,moncnn,clone,moncnn,rollInReceivedOrder,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,1.0,2.0
917,3864,0.0649553997707005,3.69,16.0,0.94646041083192,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moc,moncnn,clone,moncnn,rollInReceivedOrder,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,1.0,2.0
914,3839,0.0649553997707005,3.69,16.0,0.94646041083192,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moc,moncnn,clone,moncnn,rollInReceivedOrder,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,1.0,2.0
927,4608,0.0649553997707005,3.69,16.0,0.94646041083192,simplified-cocome-newrel,1.23,1.23,1.23,1.23,82,0.80,1.0,0.0,moc,moncnn,clone,moncnn,rollInReceivedOrder,enterOrderID,New-Node_bfcgoirngo,getEnterpriseByID,1.0,2.0
1025,6164,0.0649743054123344,2.87,24.0,0.8141201037694982,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,moc,clone,LightDisplay_hlpksvpaih,New-Node_wcesdsscrw,getMeanTimeToDelivery,LightDisplay,1.0,0.0
1028,6308,0.0649743054123344,2.87,24.0,0.8141201037694982,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,moc,clone,LightDisplay_hlpksvpaih,New-Node_wcesdsscrw,getMeanTimeToDelivery,LightDisplay,1.0,0.0
1037,6579,0.0649743054123344,2.87,24.0,0.8141201037694982,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,moc,clone,LightDisplay_hlpksvpaih,New-Node_wcesdsscrw,getMeanTimeToDelivery,LightDisplay,1.0,0.0
1036,6578,0.0649743054123344,2.87,24.0,0.8141201037694982,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,moc,clone,LightDisplay_hlpksvpaih,New-Node_wcesdsscrw,getMeanTimeToDelivery,LightDisplay,1.0,0.0
1034,6503,0.0649743054123344,2.87,24.0,0.8141201037694982,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,moc,clone,LightDisplay_hlpksvpaih,New-Node_wcesdsscrw,getMeanTimeToDelivery,LightDisplay,1.0,0.0
1033,6491,0.0649743054123344,2.87,24.0,0.8141201037694982,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.55,3.0,0.0,clone,clone,moc,clone,LightDisplay_hlpksvpaih,New-Node_wcesdsscrw,getMeanTimeToDelivery,LightDisplay,1.0,0.0
308,4751,0.0657528897565952,6.85,16.0,0.8917846708197255,simplified-cocome-newrel,1.23,1.64,1.45,1.80,72,0.55,0.0,1.0,moncnn,mcnn,moncnn,moncnn,enterOrderID,Inventory,saleStartedEvent,getEnterpriseByID,0.0,3.0
59,452,0.0713014856907269,2.46,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,clone,clone,clone,moc,LightDisplay_wdcmzvymdm,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
60,462,0.0713014856907269,2.46,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,clone,clone,clone,moc,New-Node_xwxqzzuecr,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
61,463,0.0713014856907269,2.46,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,clone,clone,clone,moc,New-Node_mmvaqkzqls,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
63,490,0.0713014856907269,2.46,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,clone,clone,clone,moc,New-Node_xwxqzzuecr,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
50,383,0.0713014856907269,2.46,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,2.0,1.0,mcnn,clone,clone,moc,New-Component_ogmqbdtyve,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
52,397,0.0713014856907269,2.46,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,clone,clone,clone,moc,New-Node_wnavrxbven,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
56,432,0.0713014856907269,2.46,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,clone,clone,clone,moc,New-Node_xwxqzzuecr,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
48,343,0.0713014856907269,2.46,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,clone,clone,clone,moc,LightDisplay_wdcmzvymdm,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
49,378,0.0713014856907269,2.46,17.0,0.7652206581204413,simplified-cocome-newrel,1.23,1.23,1.23,1.23,72,0.80,3.0,0.0,clone,clone,clone,moc,New-Node_zwelslrnyi,CashBox_upmuvvzjgx,LightDisplay,getMeanTimeToDelivery,1.0,0.0
885,196,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
882,137,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
881,100,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
880,71,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
886,197,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
887,209,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
883,185,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
888,210,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
895,1705,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
893,230,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
889,214,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
891,219,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
890,218,0.07539839756385,2.87,0.0,0.76682136371962,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.00,2.0,1.0,mcnn,clone,moc,clone,New-Component_emqjqqwhzo,LightDisplay,getMeanTimeToDelivery,New-Node_ecvshahsrt,1.0,0.0
43,4606,0.075438453204771,1.23,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.95,3.0,1.0,clone,mcnn,clone,clone,New-Node_psqfzoovmj,New-Component_ezfjgluguh,EnterpriseClient,New-Node_smfkpmgrgf,0.0,0.0
36,4570,0.075438453204771,1.23,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.95,3.0,1.0,clone,mcnn,clone,clone,New-Node_psqfzoovmj,New-Component_ezfjgluguh,EnterpriseClient,New-Node_smfkpmgrgf,0.0,0.0
396,1578,0.075438453204771,1.23,16.0,0.763086383988203,simplified-cocome-newrel,1.23,1.64,1.45,1.80,102,0.80,3.0,1.0,mcnn,clone,clone,clone,New-Component_bcdienyids,EnterpriseClient,New-Node_yhenwervyq,New-Node_yhenwervyq,0.0,0.0
277,3582,0.082766504509128,2.87,15.0,0.7862121811650199,simplified-cocome-newrel,1.23,1.64,1.45,1.80,82,0.80,3.0,0.0,clone,moc,clone,clone,CashBox,getTransaction,New-Node_xvkgysuwel,New-Node_oxlzscpxnd,1.0,0.0
